IS063;Nata não maturada pasteurizada 36% gordura;340;1420;59.6;2;36;1.9;2;1.9;0;0;0;0;0;20.2;8.1;1;1.2;0.9;91;0.516;516;267;0.22;1.1;0.02;0.26;0.7;0.2;0.5;0.04;0.2;1;7;0.5;28;102;64;59;6;0.2;0.2
IS064;Nata não maturada pasteurizada para café. 15% gordura;152;638;79.9;2;15;2.4;2.5;2.4;0;0;0;0;0;8.4;3.4;0.4;0.5;0.4;40;0.224;224;96;0.17;0.4;0.02;0.14;0.8;0.3;0.5;0.05;0.3;1;7;0.7;41;101;68;52;7;0.1;0.2
IS067;Nata não maturada UHT 35% gordura;335;1400;59.7;1.8;35;3.1;3.3;3.1;0;0;0;0;0;20;7.9;1;1.2;0.9;74;0.479;479;247;0.21;1.9;0.02;0.17;0.7;0.3;0.4;0.02;0.17;0;3;0.4;28;98;61;52;5;0.2;0.2
IS066;Nata para bater pasteurizada 34% gordura;323;1352;61.2;2.2;34;2.1;2.2;2.1;0;0;0;0;0;19;8;1;1.2;0.9;122;0.444;444;230;0.2;1.5;0.02;0.15;0.6;0.1;0.5;0.02;0.2;0;3;0.5;30;98;55;54;6;0.1;0.2
IS044;Queijo Alcobaça;276;1153;54.1;16.7;22;1.5;1.6;1.5;1.6;0;0;0;0;11.6;5.3;0.8;0.9;0.7;88;0.105;105;4;0.18;0.37;0.04;0.4;4.5;0.6;3.9;0.07;1.1;0;25;4.1;943;67;616;370;45;0.7;2.4
IS046;Queijo Alverca curado;408;1708;37.8;22;34.8;1;1.1;1;1;0;0;0;0;19.3;8.4;1.2;1.4;1;81;0.21;210;7;0.24;0.58;0.06;0.35;5.7;0.5;5.2;0.095;0.42;0;32;4.3;904;88;626;378;58;0.8;3
IS045;Queijo Alverca fresco;261;1092;57.6;16.5;21;1.5;1.6;1.5;0;0;0;0;0;11;5.1;0.7;0.9;0.6;88;0.18;180;6;0.16;0.04;0.04;0.35;4.4;0.5;3.9;0.07;1.2;0;24;3.4;688;61;590;350;40;0.8;2.1
IS047;Queijo Azeitão;313;1308;48.3;21;25;0.1;0.1;0.1;1.1;0;0;0;0;13.1;6;0.9;1;0.8;88;0.21;210;70;0.2;0.4;0.04;0.66;5.5;0.6;4.9;0.082;0.37;0;31;4.4;896;76;540;420;50;0.7;2.6
IS048;"Queijo ""Camembert"" Nacional";254;1062;56.3;19.2;19.6;0.2;0.2;0.2;0;0;0;0;0;10.5;5;0.7;0.9;0.6;75;0.216;216;241;0.16;0.54;0.03;0.47;5.7;1.2;4.5;0.2;0.97;0;50;4.57;576;89;300;225;19;1;2.4
IS056;Queijo Creme para barrar;262;1097;57.8;9.3;22;6.9;7.2;6.9;0;0;0;0;0;4.9;4;10.4;0;10.2;18;0.066;66;0;0;7.6;0.04;0.26;3.8;1.6;2.2;0.05;0.3;0;13;4;977;218;299;663;18;0.2;1.3
IS039;"Queijo ""Emmental""";384;1608;36;28.9;29.7;0;0;0;0.45;0;0;0;0;18.6;8.6;0.9;0;0.7;98;0.25;250;108;0.6;0.43;0.04;0.37;7.3;0.1;7.2;0.07;2.1;1;11;4;394;100;1080;668;38;0.4;4.7
IS049;Queijo Évora;417;1745;27;26.3;33.5;1.3;1.4;1.3;1.7;0;0;0;0;17.6;8.1;1.2;1.4;1;55;0.18;180;6;0.36;0.6;0.06;0.58;6.7;0.5;6.2;0.12;0.51;0;39;11.2;3255;106;750;450;70;0.7;3.7
IS057;Queijo Flamengo 30% gordura;247;1032;50.8;30;14;0.2;0.2;0.2;0;0;0;0;0;7.5;3.6;1;0.6;0.4;38;0.234;234;175;0.05;0.3;0.05;0.39;7.4;0.4;7;0.08;1.8;0;35;5;1032;116;850;500;55;0.9;5.5
IS050;Queijo Flamengo 45% gordura;316;1323;45.3;26;23.4;0.2;0.2;0.2;0.3;0;0;0;0;12.6;6;0.9;1.1;0.7;69;0.268;268;201;0.18;0.44;0.04;0.4;6.5;0.4;6.1;0.088;2;0;39;4.82;850;100;800;510;40;0.8;5.3
IS058;Queijo fresco açucarado com sabor a fruta;109;457;76.2;7.3;3.6;11.6;12.2;11.6;0.6;0;0;0;0;1.9;0.9;0.1;0.1;0.1;19;0.06;60;0;0.05;0.08;0.03;0.19;2.8;1.1;1.7;0.034;1.2;0;13;0.7;38;155;94;102;10;0.3;0.5
IS041;Queijo Fundido 40% gordura;326;1364;44.5;22.5;25.7;0.2;0.2;0.2;1.3;0;0;0;0;13.8;6.6;1;1.2;0.9;88;0.242;242;112;0.14;0.49;0.22;0.32;5.9;0.6;5.3;0.082;0.92;0;18;5.53;1387;132;750;760;28;0.8;3.2
IS040;Queijo Ilha;358;1498;37;31.5;25.7;0.2;0.2;0.2;0;0;0;0;0;13.8;6.6;1;1.2;0.8;69;0.243;243;182;0.21;0.49;0.32;0.55;8;0.6;7.4;0.1;2.4;0;45;5.5;991;109;870;525;44;0.9;2.5
IS051;Queijo Parmesão;406;1698;28.2;37.7;27.8;0.1;0.1;0.1;1.5;0;0;0;0;14.7;7.2;1.1;1.7;0.8;90;0.248;248;135;0.28;0.6;0.02;0.4;9.4;0.4;9;0.1;1.5;0;20;4.7;768;152;1300;900;51;1.1;4
IS061;"Queijo ""Quark"" açucarado magro com sabor a fruta";77;322;79.9;8.4;0.1;10.8;11.3;10.8;0;0;0;0;0;0.1;0;0;0;0;8;0;0;0;0;0;0.02;0.19;3;1;2;0.086;1.7;0;19;0.8;42;153;108;125;10;0.2;0.6
IS060;"Queijo ""Quark"" natural magro";60;250;84.6;10.3;0.3;4;4.2;4;0;0;0;0;0;0.2;0.1;0;0;0;7;0;0;0;0;0;0.03;0.28;3.5;1.1;2.4;0.07;1.3;0;14;0.8;41;154;120;149;11;0.2;0.7
IS059;"Queijo ""Quark"" natural meio gordo";124;520;78.8;8.1;8.5;3.9;4.1;3.9;0;0;0;0;0;4.6;2.2;0.3;0.4;0.2;29;0.09;90;0;0.05;0.2;0.02;0.24;3;1.1;1.9;0.096;1.3;0;14;0.7;37;146;105;122;10;0.2;0.4
IS042;Requeijão 8% de proteína;150;627;73.1;8;11.3;4.1;4.3;4.1;0;0;0;0;0;6.1;2.9;0.4;0.5;0.3;49;0.146;146;51;0.05;1.1;0.02;0.19;3.2;1.3;1.9;0.01;0.6;0;11;3.5;365;150;300;188;19;0.1;0.8
IS043;Requeijão 13% de proteína;187;780;65.4;13;12.7;5.1;5.4;5.1;0;0;0;0;0;6.8;3.3;0.5;0.6;0.4;46;0.139;139;48;0.05;1.5;0.03;0.28;4.5;1.5;3;0.01;0.8;0;15;3.8;278;207;469;297;24;0.3;1.1
IS052;"Queijo ""Roquefort""";372;1558;41.4;22;31.5;0.2;0.2;0.2;0;0;0;0;0;16.6;7.6;1.1;1.3;1;75;0.21;210;120;0.31;0.53;0.05;0.5;6;0.8;5.2;0.24;1.3;0;38;5;1558;271;770;454;24;1.1;2.8
IS054;Queijo Serra curado;389;1629;36.5;25.5;31.5;0.2;0.2;0.2;1;0;0;0;0;16.6;7.6;1.1;1.3;1;81;0.285;285;10;0.24;0.53;0.05;0.65;6.8;0.8;6;0.11;1.4;0;38;5.3;792;90;815;585;59;0.8;3.1
IS053;Queijo Serra fresco;333;1391;45.5;21;27;0.2;0.2;0.2;1.6;0;0;0;0;14.2;6.5;0.9;1.1;0.8;88;0.24;240;80;0.21;0.45;0.05;0.6;5.6;0.7;4.9;0.09;1.4;0;31;4.72;706;80;700;475;53;0.7;2.8
IS055;Queijo Serpa;335;1400;43;24.8;25.7;0.3;0.3;0.3;1;0;0;0;0;13.5;6.2;0.9;1.1;0.8;88;0.195;195;6;0.22;0.43;0.05;0.7;4.7;0.8;3.9;0.09;1.1;0;37;5.2;991;85;710;600;56;1.3;3
IS079;Iogurte Natural sólido magro;42;174;89;4.6;0.2;5.2;5.5;5.2;0.25;0;0;0;0;0.1;0.1;0;0;0;2;0.017;17;10;0;0;0.04;0.27;1.2;0.2;1;0.031;0;0;1.5;0.75;72;202;160;125;14;0.2;0.6
IS076;Iogurte Natural sólido meio gordo;54;226;87.9;4.2;1.8;5;5.3;5;0.35;0;0;0;0;1;0.4;0.1;0.1;0.1;6;0.03;30;17;0;0.03;0.03;0.24;1.1;0.2;0.9;0.034;0;0;1.7;0.75;62;183;118;108;12;0.2;0.5
IS080;Iogurte Açucarado batido gordo com fruta;95;397;79.3;4.2;3.2;12.4;13;12.4;0.15;0;0;0;0;1.8;0.7;0.1;0.1;0.1;12;0.052;52;115;0;0.05;0.03;0.17;1.1;0.2;0.9;0.033;0;0;2.5;0.75;39;154;125;91;10;0.2;0.5
IS081;Iogurte Açucarado batido gordo com cereais e fruta;111;464;75;4.2;3.2;15.8;16.6;15.8;1.05;0;0;0;0.8;1.8;0.7;0.1;0.1;0.1;8;0.054;54;119;0;0.05;0.03;0.22;1.1;0.2;0.9;0.039;0;0;3;0.75;48;178;122;108;12;0.2;0.5
IS070;Iogurte Açucarado batido meio gordo;91;380;78.9;4.7;2.1;13.1;13.8;13.1;0.45;0;0;0;0;1.2;0.5;0.1;0.1;0.1;8;0.045;45;26;0;0.04;0.04;0.27;1.2;0.2;1;0.04;0;0;8;0.75;81;229;162;136;14;0.2;0.6
IS075;Iogurte Açucarado batido meio gordo com fruta;91;382;78.2;4.3;1.7;14.6;15.3;14.6;0.45;0;0;0;0;1;0.4;0.1;0.1;0;6;0.036;36;20;0;0.03;0.03;0.25;1;0.1;0.9;0.042;0;0;8.3;0.75;72;209;134;114;12;0.2;0.5
IS071;Iogurte Açucarado líquido meio gordo;69;290;83.6;3.1;1.4;11.2;11.8;11.2;0;0;0;0;0;0.8;0.3;0;0.1;0;3;0.033;33;19;0;0.02;0.02;0.25;0.9;0.2;0.7;0.046;0;0;1.1;0.7;46;156;100;85;8;0.2;0.4
IS069;Iogurte Açucarado com edulcorante de síntese. batido magro com cereais;47;197;87.6;4.3;0.4;5.7;6;5.7;1.25;0;0;0;1;0.2;0.1;0;0;0;2;0.03;30;17;0;0;0.04;0.25;1.1;0.2;0.9;0.035;0;0;1.7;0.75;92;195;116;100;17;0.3;0.4
IS068;Iogurte Açucarado com edulcorante de síntese. sólido magro;47;197;87.4;5;0.1;6.3;6.6;6.3;0.45;0;0;0;0;0.1;0;0;0;0;2;0.017;17;41;0;0;0.04;0.25;1.3;0.2;1.1;0.035;0;0;1.8;0.75;92;263;157;135;14;0.1;0.1
IS082;Iogurte Aromatizado açucarado batido gordo;82;345;82.9;3.9;3.6;8.5;8.9;8.5;0.35;0;0;0;0;2;0.8;0.1;0.1;0.1;8;0.055;55;31;0;0.1;0.02;0.18;1;0.2;0.8;0.033;0;0;7;0.75;46;137;135;95;18;0.2;0.6
IS072;Iogurte Aromatizado açucarado batido meio gordo;85;356;80.1;4.4;2;12.5;13.1;12.5;0.15;0;0;0;0;1.1;0.5;0.1;0.1;0.1;8;0.038;38;22;0;0.03;0.04;0.28;1.1;0.2;0.9;0.038;0;0;7.6;0.75;81;195;129;119;12;0.2;0.4
IS077;Iogurte Aromatizado açucarado líquido magro;61;256;84.2;3.2;0.3;11.6;12.2;11.6;0;0;0;0;0;0.2;0.1;0;0;0;1;0.016;16;9;0;0;0.02;0.18;0.9;0.2;0.7;0.03;0;0;6;0.75;60;121;81;72;8;0.2;0.3
IS073;Iogurte Aromatizado açucarado líquido meio gordo;70;291;83.3;3;1.3;11.5;12.1;11.5;0.15;0;0;0;0;0.7;0.3;0;0.1;0;3;0.033;33;19;0;0.02;0.02;0.17;0.8;0.2;0.6;0.032;0;0;6.4;0.75;42;98;105;78;8;0.2;0.3
IS078;Iogurte Aromatizado açucarado sólido magro;68;286;82;5;0.1;11.8;12.4;11.8;0.35;0;0;0;0;0.1;0;0;0;0;1;0.018;18;10;0;0;0.04;0.3;0.3;0.2;0.1;0.034;0;0;6.8;0.75;73;208;152;123;12;0.3;0.4
IS074;Iogurte Aromatizado açucarado sólido meio gordo;71;297;83.3;4.1;1.6;10.1;10.6;10.1;0.15;0;0;0;0;0.9;0.4;0.1;0.1;0;6;0.038;38;22;0;0.03;0.03;0.21;1.1;0.2;0.9;0.032;0;0;6.4;0.75;58;168;130;101;12;0.2;0.5
IS518;Gelado caseiro com bolachas e natas;356;1491;36;5.1;21.2;36.5;38.7;28.2;0;0;8.3;0;0.6;12.2;5;0.8;0.6;0.7;62;0.24;240;122;0.12;0.6;0.04;0.34;2.1;0.9;1.2;0.05;0.3;0;9.4;1.1;85;240;160;131;23;0.4;0.7
IS519;Gelado caseiro com palitos la Reine;257;1077;48;7.9;12.3;28.6;30.3;22.9;0;0.2;5.7;0;1.9;2.4;6.3;2.5;0.1;2.4;119;0.09;90;4;0.6;4;0.07;0.26;2.1;0.4;1.7;0.08;0.8;0;22;1.1;38;219;116;161;43;1.4;1.1
IS514;Gelado de leite;198;827;63.2;3.6;10.9;21.7;22.7;21.7;0;0;0;2;0;6.1;2.5;0.3;0.4;0.3;33;0.115;115;195;0.11;0.2;0.04;0.21;0.9;0.1;0.8;0.08;0.4;1;5;0.63;56;175;140;115;14;0.1;0.4
IS096;Borrego. Costeleta ou Perna crua;124;518;73.6;19.7;5;0;0;0;0;0;0;0;0;2.2;1.6;0.2;0.2;0.1;68;0;0;0;0.4;0.1;0.14;0.24;8.7;5;3.7;0.37;2;0;3;1.2;64;284;11;220;27;1.7;3.8
IS122;Borrego. Costeleta ou Perna assada com azeite e margarina;232;973;58.4;22.8;15.7;0;0;0;0;0;0;0;0;5.4;7.1;1.1;0.4;1;91;0.027;27;0;0.59;1.4;0.14;0.28;9.6;5.3;4.3;0.35;2;0;4.1;2.5;486;302;13;247;35;2;4.5
IS123;Borrego. Costeleta ou Perna assada com margarina;224;935;59.2;22.8;14.7;0;0;0;0;0;0;0;0;6.8;4.7;1.1;0.4;0.9;102;0.054;54;0;0.81;2;0.14;0.28;9.6;5.3;4.3;0.35;2.1;0;3.2;2.5;543;302;13;248;35;2;4.5
IS116;Borrego. Costeleta ou Perna assada. sem molho;168;705;65.1;24.1;8;0;0;0;0;0;0;0;0;3.5;2.6;0.4;0.4;0.1;88;0;0;0;0.42;0.1;0.11;0.25;9;4.5;4.5;0.29;1.8;0;3.1;2.19;170;293;13;241;31;2.2;4.9
IS102;Borrego. Costeleta ou Perna cozida;157;658;65.7;26.5;5.7;0;0;0;0;0;0;0;0;2.5;1.8;0.2;0.3;0.1;91;0;0;0;0.36;0.11;0.08;0.19;7.4;2.5;4.9;0.21;1.7;0;2.5;2.1;164;221;13;250;27;2.4;5.4
IS111;Borrego. Costeleta ou Perna estufada com azeite e margarina;177;740;68.5;15.9;12;1.4;1.4;1.3;0;0;0;0.1;0.6;4;5.5;1;0.3;0.7;66;0.047;47;150;0.43;1.6;0.14;0.21;6.4;3.4;3;0.27;1.1;6.3;7.4;1.6;104;343;16;186;27;1.8;3.2
IS112;Borrego. Costeleta ou Perna estufada com margarina;170;710;69.2;15.9;11.2;1.4;1.4;1.3;0;0;0;0.1;0.6;5.1;3.6;0.9;0.3;0.8;75;0.069;69;149;0.61;2.1;0.09;0.21;6.4;3.4;3;0.27;1.1;6.3;6.9;1.7;151;344;16;187;27;1.8;3.2
IS105;Borrego. Costeleta ou Perna estufada. sem molho;185;773;62.7;25.5;9.2;0;0;0;0;0;0;0;0;4.1;3;0.4;0.4;0.1;96;0;0;0;0.43;0.11;0.08;0.21;8.5;3.7;4.8;0.23;1.6;0;2.7;1.9;221;212;12;239;25;2.3;5.2
IS124;Borrego. Costeleta ou Perna frita com margarina. sem molho;166;696;65.8;24.5;7.6;0;0;0;0;0;0;0;0;3.4;2.3;0.7;0.3;0.4;87;0.008;8;0;0.47;0.3;0.11;0.25;9.2;4.6;4.6;0.29;1.8;0;3.1;2.1;175;298;13;245;32;2.1;5
IS113;Borrego. Costeleta ou Perna grelhada;152;637;65.9;25.7;5.5;0;0;0;0;0;0;0;0;2.4;1.8;0.2;0.3;0.1;88;0;0;0;0.44;0.11;0.11;0.26;9.6;4.8;4.8;0.3;1.9;0;3.3;2.9;182;312;14;257;34;2.2;5.2
IS126;Cabrito Costeleta crua;120;502;72.2;23.9;2.7;0;0;0;0;0;0;0;0;0.8;1.2;0.2;0.1;0.1;60;0;0;0;0.4;0.09;0.13;0.32;12;6.6;5.1;0.32;1.3;0;5;0.9;94;443;14;134;26;1.1;4.6
IS136;Cabrito Costeleta grelhada;151;630;63.8;30.9;3;0;0;0;0;0;0;0;0;0.9;1.3;0.2;0.1;0.1;78;0;0;0;0;0.98;0.11;0.35;12;6.3;5.8;0.26;1.2;0;5.4;1.8;202;482;17;155;32;1.4;6.3
IS127;Cabrito Peito cru;116;486;74.2;20.5;3.8;0;0;0;0;0;0;0;0;1.2;1.7;0.3;0.2;0.2;57;0;0;0;0;0.09;0.13;0.32;10;6.1;4.4;0.3;1.1;0;5;1.2;82;385;11;226;22;0.5;4
IS132;Cabrito Peito estufado com azeite e margarina;168;701;65.2;22.8;8.2;0.7;0.7;0.5;0;0;0.1;0.1;0.3;2.5;4;0.7;0.2;0.6;71;0.062;62;303;0.05;0.32;0.12;0.37;10;5.7;4.3;0.28;0.87;1;6.9;2.4;471;481;19;261;30;0.7;4.6
IS133;Cabrito Peito estufado com azeite e óleo alimentar;171;716;64.9;22.8;8.6;0.7;0.7;0.5;0;0;0.1;0.1;0.3;1.9;3.9;2;0.2;1.8;66;0.05;50;303;0;1.2;0.12;0.37;10;5.7;4.3;0.28;0.87;1;6.9;2.3;447;481;19;261;30;0.7;4.6
IS130;Cabrito Peito estufado com manteiga e óleo alimentar;168;701;65.2;22.8;8.2;0.7;0.7;0.5;0;0;0.1;0.1;0.3;2.6;2.8;1.9;0.5;1.7;74;0.065;65;303;0.05;1.1;0.12;0.37;10;5.7;4.3;0.28;0.87;1;6.7;2.4;464;482;20;261;30;0.7;4.6
IS131;Cabrito Peito estufado com margarina e óleo alimentar;168;701;65.3;22.8;8.2;0.7;0.7;0.5;0;0;0.1;0.1;0.3;2.4;2.9;2;0.2;1.8;71;0.062;62;303;0.05;1.1;0.12;0.37;10;5.7;4.3;0.28;0.87;1;6.7;2.3;471;481;19;261;30;0.7;4.6
IS129;Cabrito Peito estufado. sem molho;153;641;64.9;28.4;4.4;0;0;0;0;0;0;0;0;1.4;2;0.3;0.2;0.3;83;0;0;0;0;0.08;0.11;0.38;12;6.2;5.3;0.26;1.1;0;5.8;2.34;203;450;14;281;30;0.7;5.8
IS137;Cabrito Peito grelhado;144;602;66.7;26.5;4.2;0;0;0;0;0;0;0;0;1.3;1.8;0.3;0.2;0.2;74;0;0;0;0;0.98;0.11;0.35;11;5.8;4.9;0.24;1;0;5.4;2.2;188;419;14;261;28;0.7;5.4
IS128;Cabrito Perna crua;113;474;75.2;19.3;4;0;0;0;0;0;0;0;0;1.2;1.8;0.3;0.2;0.2;60;0;0;0;0;0.09;0.13;0.3;10;6;4.1;0.3;1.1;0;5;1.22;77;361;9;268;21;0.9;3.7
IS140;Cabrito Perna assada com azeite e margarina;176;738;66.1;21.3;10.1;0.1;0.1;0;0;0;0.1;0;0;2.9;5.1;0.8;0.3;0.7;73;0.014;14;0;0.05;0.62;0.13;0.34;10;6.1;4;0.27;1.1;0.2;5;2;412;372;11;287;27;1;4.2
IS138;Cabrito Perna assada com óleo alimentar e margarina;176;738;66.1;21.3;10.1;0.1;0.1;0;0;0;0.1;0;0;2.8;3.4;2.7;0.3;2.6;73;0.014;14;0;0.05;1.6;0.13;0.34;10;6.1;4;0.27;1.1;0.2;5;2;412;372;11;287;27;1;4.2
IS139;Cabrito Perna assada. sem molho;135;565;69.4;24.3;4.2;0;0;0;0;0;0;0;0;1.3;1.9;0.3;0.2;0.3;80;0;0;0;0;0.08;0.1;0.3;10;5.5;4.5;0.24;1;0;5.3;2.15;341;382;11;302;26;1.1;4.9
IS134;Caldeirada de cabrito com azeite e banha;116;485;73.7;11.1;4.2;8.2;9;0.9;0;0;7.3;0;1;1.1;2.3;0.4;0.1;0.3;32;0.004;4;24;0;0.25;0.08;0.18;5.3;3.2;2.1;0.21;0.39;8.1;7.3;1.73;340;405;11;146;20;0.5;2.1
IS135;Caldeirada de cabrito com azeite e margarina;114;478;74;11.1;4;8.2;9;0.9;0;0;7.3;0;1;1.3;1.9;0.4;0.1;0.3;33;0.01;10;24;0.05;0.48;0.08;0.18;5.3;3.2;2.1;0.21;0.39;8.1;7.3;1.75;353;405;11;146;20;0.5;2.1
IS097;Carneiro Costeleta crua;151;630;70;20.8;7.5;0;0;0;0;0;0;0;0;3.2;2.4;0.3;0.3;0.2;66;0;0;0;0.4;0.09;0.09;0.18;8.7;4.8;3.9;0.3;2;0;3;1.2;88;351;17;217;24;0.9;4
IS125;Carneiro Costeleta ou Perna magra frita com margarina. sem molho;174;730;64.8;24.7;8.4;0;0;0;0;0;0;0;0;3.7;2.6;0.7;0.4;0.4;87;0.008;8;0;0.79;0.24;0.11;0.22;9.2;4.6;4.6;0.24;1.8;0;6.3;2.1;231;319;22;281;20;2;2.5
IS098;Carneiro Pá crua;195;818;65.7;20.5;12.6;0;0;0;0;0;0;0;0;5.4;4;0.4;0.6;0.3;68;0;0;0;0.4;0.07;0.14;0.32;8.2;4.3;3.9;0.22;2;0;2;0.9;66;270;12;210;16;1.3;2
